Row,Col,Length,Z_up,Z_down,Basin,Slope
107,155,88.43453637663542,37.58586120605469,34.39119338989258,2422,0.03612466290948009
107,166,44.80691773226259,51.663177490234375,48.10560607910156,2422,0.07939781603346559
107,167,126.69549621182651,51.663177490234375,51.663177490234375,2422,0.0001
108,111,138.8064468351545,11.044483184814453,9.664200782775879,2422,0.009943935843828546
108,130,66.47506515774876,8.844571113586426,8.844571113586426,2422,0.0001
108,132,51.03572526469477,11.424606323242188,11.51091194152832,2422,0.0001
108,133,75.31073949750872,12.99167537689209,11.424606323242188,2422,0.02080804230718968
108,154,23.859528280774484,34.39119338989258,31.983196258544922,2422,0.10092392033114798
108,155,101.06043586474179,34.39119338989258,34.39119338989258,2422,0.0001
108,161,111.09767480756423,40.997982025146484,40.36191940307617,2422,0.005725255935122463
108,162,100.0,43.82863235473633,40.997982025146484,2422,0.028306503295898438
108,163,112.45998207277226,45.489688873291016,43.82863235473633,2422,0.014770200812230492
108,164,109.01375975387828,46.248104095458984,45.489688873291016,2422,0.006957059584773998
108,165,191.15558749823367,48.10560607910156,46.248104095458984,2422,0.009717225679629909
108,166,134.63793383158145,48.929988861083984,48.10560607910156,2422,0.006122960732698424
109,111,128.96137416444083,11.283825874328613,11.044483184814453,2422,0.0018559253967701233
109,133,57.78074686090793,12.658341407775879,12.99167537689209,2422,0.0001
109,134,112.37127989861233,11.535717964172363,12.658341407775879,2422,0.0001
109,135,61.51250259762,13.482844352722168,11.535717964172363,2422,0.031654156575075545
109,154,117.92789270875322,31.983196258544922,29.421218872070312,2422,0.02172494842082806
109,160,151.9547448999085,40.36191940307617,40.047054290771484,2422,0.0020720979296308707
109,161,51.055227367783814,40.36191940307617,40.36191940307617,2422,0.0001
109,166,116.38233882562267,51.846961975097656,48.929988861083984,2422,0.025063709351847745
109,167,128.96137416457134,57.471439361572266,51.846961975097656,2422,0.04361365891849951
